run_index,batch_id,task_id,task_type,model_key,model_id,prompt_key,claude_structure,claude_hallucination,claude_completeness,claude_token_efficiency,claude_parse_error,gpt4o_structure,gpt4o_hallucination,gpt4o_completeness,gpt4o_token_efficiency,gpt4o_parse_error,agreement_structure_diff,agreement_hallucination_diff,agreement_completeness_diff,agreement_mean_diff,agreement_exact_match,output_tokens,total_tokens,latency_s,api
1,20260815_121607,T11,math_proof_verification,claude,claude-sonnet-4-5-20250929,base_d,5,5,5,0.7371,False,4,5,4,0.6388,False,1.0,0.0,1.0,0.667,False,882,1351,19.207,anthropic
1,20260815_121607,T12,logical_validity,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,4,5,0.6375,False,4,5,5,0.6375,False,1.0,1.0,0.0,0.667,False,1510,3597,35.808,anthropic
1,20260815_121607,T12,logical_validity,claude,claude-sonnet-4-5-20250929,base_a,5,4,5,0.6922,False,4,5,5,0.6922,False,1.0,1.0,0.0,0.667,False,846,1102,15.407,anthropic
1,20260815_121607,T12,logical_validity,claude,claude-sonnet-4-5-20250929,base_b,5,5,4,0.6422,False,4,5,3,0.5505,False,1.0,0.0,1.0,0.667,False,1430,1949,28.563,anthropic
1,20260815_121607,T12,logical_validity,claude,claude-sonnet-4-5-20250929,base_c,5,4,4,0.5996,False,4,5,3,0.5535,False,1.0,1.0,1.0,1.0,False,1375,1805,28.013,anthropic
1,20260815_121607,T12,logical_validity,claude,claude-sonnet-4-5-20250929,base_d,5,4,5,0.6944,False,5,5,4,0.6944,False,0.0,1.0,1.0,0.667,False,828,1228,17.646,anthropic
1,20260815_121607,T13,logical_validity,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,5,0.6892,False,4,5,3,0.5514,False,1.0,0.0,2.0,1.0,False,1414,3495,36.366,anthropic
1,20260815_121607,T13,logical_validity,claude,claude-sonnet-4-5-20250929,base_a,5,5,4,0.6359,False,3,2,4,0.4088,False,2.0,3.0,0.0,1.667,False,1537,1787,33.04,anthropic
1,20260815_121607,T13,logical_validity,claude,claude-sonnet-4-5-20250929,base_b,5,5,5,0.6563,False,4,5,3,0.525,False,1.0,0.0,2.0,1.0,False,2035,2548,45.713,anthropic
1,20260815_121607,T13,logical_validity,claude,claude-sonnet-4-5-20250929,base_c,4,5,4,0.5576,False,4,5,3,0.5147,False,0.0,0.0,1.0,0.333,False,2372,2796,50.636,anthropic
1,20260815_121607,T13,logical_validity,claude,claude-sonnet-4-5-20250929,base_d,5,5,4,0.6406,False,3,4,4,0.5033,False,2.0,1.0,0.0,1.0,False,1457,1851,33.012,anthropic
1,20260815_121607,T14,logical_validity,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,5,0.6939,False,5,5,4,0.6476,False,0.0,0.0,1.0,0.333,False,1346,3433,31.964,anthropic
1,20260815_121607,T14,logical_validity,claude,claude-sonnet-4-5-20250929,base_a,5,5,5,0.7116,False,5,5,5,0.7116,False,0.0,0.0,0.0,0.0,True,1125,1381,23.327,anthropic
1,20260815_121607,T14,logical_validity,claude,claude-sonnet-4-5-20250929,base_b,5,5,4,0.6151,False,5,5,3,0.5712,False,0.0,0.0,1.0,0.333,False,1970,2489,41.422,anthropic
1,20260815_121607,T14,logical_validity,claude,claude-sonnet-4-5-20250929,base_c,5,5,4,0.6234,False,4,5,5,0.6234,False,1.0,0.0,1.0,0.667,False,1781,2211,38.108,anthropic
1,20260815_121607,T14,logical_validity,claude,claude-sonnet-4-5-20250929,base_d,4,4,5,0.6015,False,4,5,3,0.5552,False,0.0,1.0,2.0,1.0,False,1344,1744,30.021,anthropic
1,20260815_121607,T15,statistical_reasoning,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,4,0.6316,False,4,5,5,0.6316,False,1.0,0.0,1.0,0.667,False,1616,3720,38.881,anthropic
1,20260815_121607,T15,statistical_reasoning,claude,claude-sonnet-4-5-20250929,base_a,5,4,5,0.6431,False,4,5,5,0.6431,False,1.0,1.0,0.0,0.667,False,1417,1690,31.13,anthropic
1,20260815_121607,T15,statistical_reasoning,claude,claude-sonnet-4-5-20250929,base_b,5,4,4,0.5583,False,4,5,3,0.5153,False,1.0,1.0,1.0,1.0,False,2349,2885,50.608,anthropic
1,20260815_121607,T15,statistical_reasoning,claude,claude-sonnet-4-5-20250929,base_c,4,4,4,0.494,False,4,5,4,0.5352,False,0.0,1.0,0.0,0.333,False,3284,3731,70.266,anthropic
1,20260815_121607,T15,statistical_reasoning,claude,claude-sonnet-4-5-20250929,base_d,5,5,4,0.6399,False,4,5,5,0.6399,False,1.0,0.0,1.0,0.667,False,1469,1886,32.822,anthropic
1,20260815_121607,T16,statistical_reasoning,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,4,0.6289,False,4,5,3,0.539,False,1.0,0.0,1.0,0.667,False,1669,3824,40.027,anthropic
1,20260815_121607,T16,statistical_reasoning,claude,claude-sonnet-4-5-20250929,base_a,5,4,5,0.617,False,5,5,4,0.617,False,0.0,1.0,1.0,0.667,False,1926,2250,39.759,anthropic
1,20260815_121607,T16,statistical_reasoning,claude,claude-sonnet-4-5-20250929,base_b,5,5,5,0.6403,False,4,5,4,0.5549,False,1.0,0.0,1.0,0.667,False,2462,3049,53.59,anthropic
1,20260815_121607,T16,statistical_reasoning,claude,claude-sonnet-4-5-20250929,base_c,4,4,3,0.4757,False,4,5,4,0.5622,False,0.0,1.0,1.0,0.667,False,2226,2724,52.926,anthropic
1,20260815_121607,T16,statistical_reasoning,claude,claude-sonnet-4-5-20250929,base_d,5,4,5,0.6159,False,4,5,3,0.5279,False,1.0,1.0,2.0,1.333,False,1951,2419,45.244,anthropic
1,20260815_121607,T17,statistical_reasoning,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,4,0.5985,False,4,5,3,0.513,False,1.0,0.0,1.0,0.667,False,2433,4524,60.301,anthropic
1,20260815_121607,T17,statistical_reasoning,claude,claude-sonnet-4-5-20250929,base_a,5,4,5,0.6463,False,5,5,5,0.6925,False,0.0,1.0,0.0,0.333,False,1366,1626,30.332,anthropic
1,20260815_121607,T17,statistical_reasoning,claude,claude-sonnet-4-5-20250929,base_b,4,5,4,0.5565,False,3,5,4,0.5137,False,1.0,0.0,0.0,0.333,False,2406,2929,52.31,anthropic
1,20260815_121607,T17,statistical_reasoning,claude,claude-sonnet-4-5-20250929,base_c,4,5,4,0.5734,False,4,5,4,0.5734,False,0.0,0.0,0.0,0.0,True,1914,2348,44.54,anthropic
1,20260815_121607,T17,statistical_reasoning,claude,claude-sonnet-4-5-20250929,base_d,3,4,2,0.4104,False,4,5,4,0.5928,False,1.0,1.0,2.0,1.333,False,1494,1898,35.494,anthropic
1,20260815_121607,T18,code_debugging,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,5,0.6988,False,5,5,5,0.6988,False,0.0,0.0,0.0,0.0,True,1279,3336,27.84,anthropic
1,20260815_121607,T18,code_debugging,claude,claude-sonnet-4-5-20250929,base_a,5,4,5,0.6272,False,5,5,5,0.672,False,0.0,1.0,0.0,0.333,False,1703,1929,26.131,anthropic
1,20260815_121607,T18,code_debugging,claude,claude-sonnet-4-5-20250929,base_b,5,5,4,0.613,False,4,5,4,0.5692,False,1.0,0.0,0.0,0.333,False,2024,2513,30.511,anthropic
1,20260815_121607,T18,code_debugging,claude,claude-sonnet-4-5-20250929,base_c,5,5,4,0.6049,False,4,5,4,0.5617,False,1.0,0.0,0.0,0.333,False,2239,2639,37.552,anthropic
1,20260815_121607,T18,code_debugging,claude,claude-sonnet-4-5-20250929,base_d,5,4,5,0.6464,False,4,5,5,0.6464,False,1.0,1.0,0.0,0.667,False,1365,1735,23.901,anthropic
1,20260815_121607,T19,code_debugging,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,3,0.5877,False,4,5,3,0.5424,False,1.0,0.0,0.0,0.333,False,1593,3664,37.317,anthropic
1,20260815_121607,T19,code_debugging,claude,claude-sonnet-4-5-20250929,base_a,5,5,5,0.6556,False,4,5,4,0.5682,False,1.0,0.0,1.0,0.667,False,2050,2290,30.194,anthropic
1,20260815_121607,T19,code_debugging,claude,claude-sonnet-4-5-20250929,base_b,5,5,3,0.5371,False,5,5,5,0.6198,False,0.0,0.0,2.0,0.667,False,3188,3691,55.181,anthropic
1,20260815_121607,T19,code_debugging,claude,claude-sonnet-4-5-20250929,base_c,4,4,3,0.471,False,4,5,4,0.5567,False,0.0,1.0,1.0,0.667,False,2401,2815,45.336,anthropic
1,20260815_121607,T19,code_debugging,claude,claude-sonnet-4-5-20250929,base_d,5,4,5,0.609,False,4,5,5,0.609,False,1.0,1.0,0.0,0.667,False,2127,2511,38.154,anthropic
1,20260815_121607,T20,code_debugging,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,1,0.4986,False,4,5,3,0.5439,False,1.0,0.0,2.0,1.0,False,1562,3643,36.405,anthropic
1,20260815_121607,T20,code_debugging,claude,claude-sonnet-4-5-20250929,base_a,5,4,5,0.6399,False,5,5,3,0.5942,False,0.0,1.0,2.0,1.0,False,1468,1718,25.027,anthropic
1,20260815_121607,T20,code_debugging,claude,claude-sonnet-4-5-20250929,base_b,5,4,4,0.5671,False,4,5,3,0.5235,False,1.0,1.0,1.0,1.0,False,2081,2594,40.041,anthropic
1,20260815_121607,T20,code_debugging,claude,claude-sonnet-4-5-20250929,base_c,5,5,3,0.5897,False,4,5,4,0.5897,False,1.0,0.0,1.0,0.667,False,1553,1977,34.557,anthropic
1,20260815_121607,T20,code_debugging,claude,claude-sonnet-4-5-20250929,base_d,4,3,5,0.5643,False,4,4,3,0.5173,False,0.0,1.0,2.0,1.0,False,1197,1591,25.328,anthropic
1,20260815_121607,T21,factual_calibration,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,1,3,1,0.2266,False,3,2,2,0.3172,False,2.0,1.0,1.0,1.333,False,1564,3644,41.643,anthropic
1,20260815_121607,T21,factual_calibration,claude,claude-sonnet-4-5-20250929,base_a,5,5,2,0.5525,False,4,5,3,0.5525,False,1.0,0.0,1.0,0.667,False,1392,1641,31.757,anthropic
1,20260815_121607,T21,factual_calibration,claude,claude-sonnet-4-5-20250929,base_b,4,4,2,0.4373,False,4,5,3,0.5247,False,0.0,1.0,1.0,0.667,False,2044,2556,45.291,anthropic
1,20260815_121607,T21,factual_calibration,claude,claude-sonnet-4-5-20250929,base_c,2,3,2,0.3013,False,4,5,4,0.5595,False,2.0,2.0,2.0,2.0,False,2310,2733,59.247,anthropic
1,20260815_121607,T21,factual_calibration,claude,claude-sonnet-4-5-20250929,base_d,4,5,2,0.4958,False,4,5,3,0.5409,False,0.0,0.0,1.0,0.333,False,1627,2020,40.489,anthropic
1,20260815_121607,T22,factual_calibration,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,5,0.6884,False,4,5,3,0.5507,False,1.0,0.0,2.0,1.0,False,1426,3524,35.015,anthropic
1,20260815_121607,T22,factual_calibration,claude,claude-sonnet-4-5-20250929,base_a,5,5,4,0.6647,False,4,5,4,0.6172,False,1.0,0.0,0.0,0.333,False,1119,1386,24.116,anthropic
1,20260815_121607,T22,factual_calibration,claude,claude-sonnet-4-5-20250929,base_b,5,5,3,0.5768,False,4,5,3,0.5325,False,1.0,0.0,0.0,0.333,False,1829,2359,38.637,anthropic
1,20260815_121607,T22,factual_calibration,claude,claude-sonnet-4-5-20250929,base_c,4,4,3,0.4775,False,3,4,3,0.4341,False,1.0,0.0,0.0,0.333,False,2160,2601,42.735,anthropic
1,20260815_121607,T22,factual_calibration,claude,claude-sonnet-4-5-20250929,base_d,5,4,2,0.5,False,3,5,2,0.4546,False,2.0,1.0,0.0,1.0,False,1529,1940,35.986,anthropic
1,20260815_121607,T23,factual_calibration,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,5,0.6964,False,5,5,4,0.6499,False,0.0,0.0,1.0,0.333,False,1312,3345,36.037,anthropic
1,20260815_121607,T23,factual_calibration,claude,claude-sonnet-4-5-20250929,base_a,5,5,4,0.6439,False,4,5,4,0.5979,False,1.0,0.0,0.0,0.333,False,1403,1605,30.907,anthropic
1,20260815_121607,T23,factual_calibration,claude,claude-sonnet-4-5-20250929,base_b,5,5,3,0.5597,False,3,5,2,0.4306,False,2.0,0.0,1.0,1.0,False,2302,2767,50.629,anthropic
1,20260815_121607,T23,factual_calibration,claude,claude-sonnet-4-5-20250929,base_c,4,4,3,0.4638,False,4,5,3,0.5059,False,0.0,1.0,0.0,0.333,False,2713,3089,65.6,anthropic
1,20260815_121607,T23,factual_calibration,claude,claude-sonnet-4-5-20250929,base_d,4,4,3,0.4922,False,4,5,3,0.5369,False,0.0,1.0,0.0,0.333,False,1719,2065,44.41,anthropic
1,20260815_121607,T24,causal_inference,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,4,0.6046,False,4,4,3,0.475,False,1.0,1.0,1.0,1.0,False,2249,4292,57.157,anthropic
1,20260815_121607,T24,causal_inference,claude,claude-sonnet-4-5-20250929,base_a,5,5,4,0.6191,False,4,5,4,0.5749,False,1.0,0.0,0.0,0.333,False,1876,2088,40.628,anthropic
1,20260815_121607,T24,causal_inference,claude,claude-sonnet-4-5-20250929,base_b,5,5,4,0.6038,False,4,5,3,0.5175,False,1.0,0.0,1.0,0.667,False,2273,2748,49.426,anthropic
1,20260815_121607,T24,causal_inference,claude,claude-sonnet-4-5-20250929,base_c,4,5,5,0.585,False,4,5,4,0.5432,False,0.0,0.0,1.0,0.333,False,2914,3300,63.801,anthropic
1,20260815_121607,T24,causal_inference,claude,claude-sonnet-4-5-20250929,base_d,4,5,4,0.5944,False,4,5,4,0.5944,False,0.0,0.0,0.0,0.0,True,1465,1821,35.488,anthropic
1,20260815_121607,T25,causal_inference,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,5,0.6839,False,4,5,3,0.5472,False,1.0,0.0,2.0,1.0,False,1495,3553,36.222,anthropic
1,20260815_121607,T25,causal_inference,claude,claude-sonnet-4-5-20250929,base_a,5,5,5,0.7601,False,4,5,4,0.6588,False,1.0,0.0,1.0,0.667,False,718,945,15.744,anthropic
1,20260815_121607,T25,causal_inference,claude,claude-sonnet-4-5-20250929,base_b,5,5,4,0.6357,False,4,5,5,0.6357,False,1.0,0.0,1.0,0.667,False,1541,2031,33.762,anthropic
1,20260815_121607,T25,causal_inference,claude,claude-sonnet-4-5-20250929,base_c,5,5,5,0.6964,False,4,4,5,0.6036,False,1.0,1.0,0.0,0.667,False,1311,1712,27.626,anthropic
1,20260815_121607,T25,causal_inference,claude,claude-sonnet-4-5-20250929,base_d,5,4,4,0.6292,False,5,5,4,0.6777,False,0.0,1.0,0.0,0.333,False,978,1349,24.246,anthropic
1,20260815_121607,T26,causal_inference,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,3,0.57,False,4,5,3,0.5261,False,1.0,0.0,0.0,0.333,False,2003,4025,48.262,anthropic
1,20260815_121607,T26,causal_inference,claude,claude-sonnet-4-5-20250929,base_a,4,3,4,0.5022,False,4,5,4,0.5935,False,0.0,2.0,0.0,0.667,False,1482,1673,36.081,anthropic
1,20260815_121607,T26,causal_inference,claude,claude-sonnet-4-5-20250929,base_b,4,5,3,0.5175,False,5,5,3,0.5607,False,1.0,0.0,0.0,0.333,False,2272,2726,51.426,anthropic
1,20260815_121607,T26,causal_inference,claude,claude-sonnet-4-5-20250929,base_c,4,4,5,0.5911,False,5,5,4,0.6366,False,1.0,1.0,1.0,1.0,False,1526,1891,41.296,anthropic
1,20260815_121607,T26,causal_inference,claude,claude-sonnet-4-5-20250929,base_d,4,3,3,0.4544,False,4,5,3,0.5453,False,0.0,2.0,0.0,0.667,False,1532,1867,41.464,anthropic
1,20260815_121607,T27,mathematical_reasoning,claude,claude-sonnet-4-5-20250929,wlm_hybrid_v2,5,5,5,0.6522,False,4,5,3,0.5218,False,1.0,0.0,2.0,1.0,False,2134,4171,43.996,anthropic
1,20260815_121607,T27,mathematical_reasoning,claude,claude-sonnet-4-5-20250929,base_a,5,5,5,0.6871,False,4,5,3,0.5497,False,1.0,0.0,2.0,1.0,False,1445,1651,20.732,anthropic
